House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
31,Milldraw Drive,Joseph,Wood,44,Head,Married,Male,Unemployed,None,Christian
31,Milldraw Drive,Hazel,Wood,43,Wife,Married,Female,"Engineer, civil (consulting)",None,None
31,Milldraw Drive,Roger,Mason-Wood,18,Son,Divorced,Male,Student,None,Christian
31,Milldraw Drive,Victor,Mason-Wood,14,Son,NA,Male,Student,None,NA
31,Milldraw Drive,Dawn,Holmes,10,Daughter,NA,Female,Student,None,NA
32,Milldraw Drive,Kim,Bailey,48,Head,Single,Female,"Chemist, analytical",None,Christian
32,Milldraw Drive,Henry,Bailey,21,Son,Single,Male,University Student,None,Christian
32,Milldraw Drive,Alan,Bailey,21,Son,Divorced,Male,University Student,None,Christian
32,Milldraw Drive,Lauren,Bailey,18,Daughter,Single,Female,Student,None,None
32,Milldraw Drive,Teresa,Bailey,14,Daughter,NA,Female,Student,None,NA
33,Milldraw Drive,Andrea,Roberts,54,Head,Married,Female,Brewing technologist,None,None
33,Milldraw Drive,Sean,Roberts,59,Husband,Married,Male,"Civil engineer, consulting",None,None
34,Milldraw Drive,Jane,Fraser,69,Head,Widowed,Female,Unemployed,None,Christian
34,Milldraw Drive,Leanne,Fraser,46,Daughter,Single,Female,"Administrator, Civil Service",None,Christian
34,Milldraw Drive,Maureen,Fraser,42,Daughter,Single,Female,Patent attorney,None,Christian
35,Milldraw Drive,Hollie,Spencer,65,Head,Married,Female,"Radiographer, therapeutic",None,Christian
35,Milldraw Drive,Wayne,Spencer,66,Husband,Married,Male,Herbalist,None,Christian
36,Milldraw Drive,Shannon,Brooks,102,Head,Married,Female,Retired Textile designer,None,None
36,Milldraw Drive,Joe,Brooks,109,Husband,Married,Male,Retired Illustrator,None,None
37,Milldraw Drive,Bradley,Wheeler,49,Head,Married,Male,Educational psychologist,None,None
37,Milldraw Drive,Paula,Wheeler,53,Wife,Married,Female,Geophysical data processor,None,None
37,Milldraw Drive,Marilyn,Wheeler,18,Daughter,Single,Female,Student,None,None
37,Milldraw Drive,Bradley,Briggs-Wheeler,4,Son,NA,Male,Child,None,NA
38,Milldraw Drive,Carolyn,Moss,47,Head,Married,Female,Computer games developer,None,Christian
38,Milldraw Drive,Joseph,Moss,52,Husband,Married,Male,Operational investment banker,None,None
38,Milldraw Drive,Albert,Moss,8,Son,NA,Male,Student,None,NA
39,Milldraw Drive,Bethan,Walters,66,Head,Married,Female,Interior and spatial designer,None,Methodist
39,Milldraw Drive,Harry,Walters,70,Husband,Married,Male,Retired Consulting civil engineer,None,Methodist
40,Milldraw Drive,Naomi,Lawrence,34,Head,Divorced,Female,Unemployed,None,None
40,Milldraw Drive,Kayleigh,Lawrence,1,Daughter,NA,Female,Child,None,NA
41,Milldraw Drive,Ashleigh,Ahmed,45,Head,Single,Female,"Engineer, communications",None,Methodist
41,Milldraw Drive,Aaron,Patterson,46,Partner,Single,Male,Electronics engineer,None,Methodist
41,Milldraw Drive,Simon,Lewis-Ahmed,11,Son,NA,Male,Student,None,NA
41,Milldraw Drive,Mohammad,Lawrence-Lewis-Ahmed,8,Son,NA,Male,Student,None,NA
41,Milldraw Drive,Catherine,Lawrence-Lewis-Ahmed,4,Daughter,NA,Female,Child,None,NA
42,Milldraw Drive,Beth,Cunningham,63,Head,Divorced,Female,Futures trader,None,None
42,Milldraw Drive,Norman,Jones,2,Grandson,NA,Male,Child,None,NA
1,Lee Drive,Elizabeth,George,37,Head,Single,Female,Horticultural therapist,None,None
1,Lee Drive,Holly,George,15,Daughter,NA,Female,Student,None,NA
1,Lee Drive,Ricky,George,10,Son,NA,Male,Student,None,NA
1,Lee Drive,Malcolm,George,9,Son,NA,Male,Student,None,NA
1,Lee Drive,Joseph,George,5,Son,NA,Male,Student,None,NA
2,Lee Drive,Hollie,Baker,66,Head,Married,Female,Artist,None,None
2,Lee Drive,Charlie,Baker,72,Husband,Married,Male,"Retired Teacher, special educational needs",None,None
2,Lee Drive,Harriet,Shaw-Baker,21,Daughter,Single,Female,University Student,None,None
2,Lee Drive,Frank,Shaw-Baker,17,Son,NA,Male,Student,None,NA
2,Lee Drive,Nicola,Shaw-Baker,15,Daughter,NA,Female,Student,None,NA
2,Lee Drive,Hazel,Shaw-Baker,15,Daughter,NA,Female,Student,None,NA
2,Lee Drive,Mohamed,Peters,10,Son,NA,Male,Student,None,NA
3,Lee Drive,Julie,Hooper,28,Head,Single,Female,"Engineer, manufacturing",None,Christian
3,Lee Drive,Yvonne,George,61,None,Single,Female,Chief Financial Officer,None,Methodist
3,Lee Drive,Josephine,Barton,46,None,Single,Female,"Surveyor, rural practice",None,Catholic
3,Lee Drive,Rachel,Hall,50,None,Single,Female,Tour manager,None,Catholic
4,Lee Drive,Rosie,Brown,36,Head,Single,Female,Special educational needs teacher,None,Christian
4,Lee Drive,Holly,Brown,10,Daughter,NA,Female,Student,None,NA
4,Lee Drive,Patrick,Brown,6,Son,NA,Male,Student,None,NA
4,Lee Drive,Terry,Brown,5,Son,NA,Male,Student,None,NA
4,Lee Drive,Lawrence,Brown,4,Son,NA,Male,Child,None,NA
4,Lee Drive,Lisa,Humphreys,20,Lodger,Single,Female,University Student,None,None
4,Lee Drive,Linda,Bell,28,Lodger,Single,Female,Cabin crew,None,Methodist
5,Lee Drive,Julia,Patel,24,Head,Single,Female,Food technologist,None,Christian
5,Lee Drive,Katie,Bennett,52,None,Single,Female,Unemployed,None,Christian
5,Lee Drive,Stacey,Foster,47,None,Single,Female,Hospital doctor,None,None
5,Lee Drive,Louis,Abbott,50,None,Single,Male,Advertising copywriter,None,Christian
5,Lee Drive,Georgina,Henry,64,None,Single,Female,Dancer,None,Christian
6,Lee Drive,Ricky,Archer,20,Head,Single,Male,University Student,None,Christian
6,Lee Drive,Janice,Moss,43,None,Single,Female,Education administrator,None,Muslim
6,Lee Drive,Julie,Webb,23,None,Single,Female,Armed forces logistics/support/administrative officer,None,Christian
6,Lee Drive,Andrea,Nicholson,45,None,Divorced,Female,Unemployed,None,Christian
6,Lee Drive,Teresa,Parker,52,None,Single,Female,Unemployed,None,Christian
7,Lee Drive,Sian,Archer,32,Head,Single,Female,Unemployed,None,None
7,Lee Drive,Francesca,Archer,2,Daughter,NA,Female,Child,None,NA
7,Lee Drive,Marilyn,Archer,0,Daughter,NA,Female,Child,None,NA
7,Lee Drive,Melissa,Smith,48,Lodger,Single,Female,"Scientist, physiological",None,None
7,Lee Drive,Hazel,Matthews,21,Lodger,Widowed,Female,University Student,None,Jewish
8,Lee Drive,Guy,Harvey,32,Head,Widowed,Male,Government social research officer,None,Methodist
8,Lee Drive,Maureen,Davison,15,Step-Daughter,NA,Female,Student,None,NA
8,Lee Drive,Caroline,Davison,12,Step-Daughter,NA,Female,Student,None,NA
8,Lee Drive,George,Morgan,9,Step-Son,NA,Male,Student,None,NA
8,Lee Drive,Kathleen,Morgan,8,Step-Daughter,NA,Female,Student,None,NA
9,Lee Drive,Jane,Richardson,67,Head,Married,Female,Health visitor,None,Christian
9,Lee Drive,Charlie,Richardson,69,Husband,Married,Male,Retired Environmental education officer,None,Christian
9,Lee Drive,Jade,Richardson,30,Daughter,Single,Female,"Production designer, theatre/television/film",None,None
9,Lee Drive,Martyn,Richardson,27,Adopted Son,Divorced,Male,International aid/development worker,None,Christian
9,Lee Drive,Vanessa,Richardson,23,Daughter,Single,Female,"Scientist, forensic",None,Christian
9,Lee Drive,Katherine,Richardson,19,Daughter,Divorced,Female,University Student,None,None
9,Lee Drive,Martyn,Richardson,16,Son,NA,Male,Student,None,NA
9,Lee Drive,Victoria,Richardson,13,Daughter,NA,Female,Student,None,NA
9,Lee Drive,Wayne,Carroll-Richardson,6,Son,NA,Male,Student,None,NA
9,Lee Drive,Diana,Carroll-Richardson,2,Daughter,NA,Female,Child,None,NA
9,Lee Drive,Eleanor,Carroll-Richardson,2,Daughter,NA,Female,Child,None,NA
9,Lee Drive,Ricky,Carroll-Richardson,2,Son,NA,Male,Child,None,NA
10,Lee Drive,Raymond,Hall,57,Head,Divorced,Male,Unemployed,None,None
10,Lee Drive,Eleanor,Hall,40,Daughter,Single,Female,Consulting civil engineer,None,None
10,Lee Drive,Linda,Hall,39,Daughter,Single,Female,Site engineer,None,Christian
10,Lee Drive,Jemma,Hall,36,Daughter,Single,Female,Materials engineer,None,None
10,Lee Drive,Brett,Hall,32,Son,Divorced,Male,Heritage manager,None,None
11,Lee Drive,Jean,Fuller,49,Head,Single,Female,"Surveyor, rural practice",None,Methodist
11,Lee Drive,Tina,Fuller,27,Daughter,Single,Female,"Lighting technician, broadcasting/film/video",None,None
11,Lee Drive,Sharon,Browne-Fuller,24,Daughter,Single,Female,Community education officer,None,None
11,Lee Drive,Laura,Johnson,23,Daughter,Single,Female,Tour manager,None,Methodist
11,Lee Drive,Dennis,Johnson,19,Son,Single,Male,University Student,None,None
12,Lee Drive,Raymond,Smith,31,Head,Married,Male,"Conservator, museum/gallery",None,Catholic
12,Lee Drive,Vanessa,Smith,25,Wife,Married,Female,Corporate investment banker,None,Catholic
12,Lee Drive,Iain,Howarth,7,Step-Son,NA,Male,Student,None,NA
12,Lee Drive,Jeffrey,Howarth,7,Step-Son,NA,Male,Student,None,NA
12,Lee Drive,Sally,Bailey,5,Step-Daughter,NA,Female,Student,None,NA
12,Lee Drive,Garry,O'Neill,3,Step-Son,NA,Male,Child,None,NA
13,Lee Drive,Rachel,Williams,67,Head,Widowed,Female,"Engineer, civil (contracting)",None,None
14,Lee Drive,Dorothy,Price,43,Head,Single,Female,Unemployed,None,Christian
14,Lee Drive,Jordan,Price,2,Son,NA,Male,Child,None,NA
14,Lee Drive,Stacey,Price,2,Daughter,NA,Female,Child,None,NA
14,Lee Drive,Linda,Savage,19,Lodger,Divorced,Female,University Student,None,None
14,Lee Drive,Frances,Wade,27,Lodger,Single,Female,Financial planner,None,None
15,Lee Drive,Abigail,Cook,70,Head,Married,Female,"Retired Production assistant, television",None,None
15,Lee Drive,Danny,Cook,73,Husband,Married,Male,Retired Optometrist,None,None
15,Lee Drive,Georgina,Cook,35,Daughter,Single,Female,Chartered legal executive (England and Wales),None,None
15,Lee Drive,Philip,Cook,31,Son,Single,Male,Unemployed,None,None
15,Lee Drive,Max,Cook,29,Son,Single,Male,Further education lecturer,None,None
16,Lee Drive,Lucy,Little,50,Head,Married,Female,Geophysical data processor,None,Catholic
16,Lee Drive,Lee,Bell,50,Husband,Married,Male,Television/film/video producer,None,Catholic
16,Lee Drive,Steven,Little,26,Son,Single,Male,Careers information officer,None,Catholic
16,Lee Drive,Kyle,Little,22,Son,Single,Male,University Student,None,Catholic
16,Lee Drive,Frederick,Little,14,Son,NA,Male,Student,None,NA
17,Lee Drive,Alan,Berry,62,Head,Married,Male,Forest/woodland manager,None,None
17,Lee Drive,Angela,Berry,62,Wife,Married,Female,Unemployed,None,None
17,Lee Drive,Jay,Berry,16,Grandson,NA,Male,Student,None,NA
17,Lee Drive,Jamie,Berry,12,Grandson,NA,Male,Student,None,NA
17,Lee Drive,Alexandra,Berry,8,Granddaughter,NA,Female,Student, ,NA
17,Lee Drive,Anne,Palmer,6,Granddaughter,NA,Female,Student,None,NA
18,Lee Drive,Vanessa,Ahmed,27,Head,Married,Female,"Lecturer, higher education",None,Christian
18,Lee Drive,Bryan,Ahmed,30,Husband,Married,Male,Police officer,None,Christian
18,Lee Drive,Ronald,Ahmed,0,Son,NA,Male,Child,None,NA
18,Lee Drive,Megan,Wright,57,Lodger,Single,Female,Dealer,None,Christian
18,Lee Drive,Mohammed,Owens,41,Sibling,Single,Male,Chief Marketing Officer,None,None
19,Lee Drive,June,Davies,73,Head,Widowed,Female,"Retired Conservator, museum/gallery",None,Christian
19,Lee Drive,Craig,Davies,39,Son,Single,Male,Cartographer,None,Christian
19,Lee Drive,Olivia,Davies,37,Daughter,Single,Female,Sports therapist,None,Christian
19,Lee Drive,Paul,Davies,35,Son,Single,Male,Unemployed,None,None
19,Lee Drive,Sylvia,Davies,31,Daughter,Single,Female,"Engineer, building services",None,Christian
19,Lee Drive,Dean,Davies,31,Son,Divorced,Male,Translator,None,None
20,Lee Drive,Gillian,Henry,63,Head,Divorced,Female,"Social research officer, government",None,Catholic
20,Lee Drive,Conor,Henry,24,Son,Divorced,Male,Police officer,None,Catholic
20,Lee Drive,Naomi,Henry,21,Daughter,Single,Female,University Student,None,None
20,Lee Drive,Rosemary,Evans-Henry,17,Daughter,NA,Female,Student,None,NA
20,Lee Drive,Howard,Evans-Henry,14,Son,NA,Male,Student,None,NA
21,Lee Drive,Glenn,Smith,57,Head,Married,Male,"Radiographer, diagnostic",None,None
21,Lee Drive,Kelly,Smith,55,Wife,Married,Female,Oncologist,None,None
21,Lee Drive,Damien,Walker,26,Son,Single,Male,"Surveyor, mining",None,None
21,Lee Drive,Georgia,Walker,21,Daughter,Single,Female,Chief Technology Officer,None,None
21,Lee Drive,Jordan,Walker,17,Son,NA,Male,Student,None,NA
22,Lee Drive,Jessica,Evans,67,Head,Single,Female,Economist,None,None
22,Lee Drive,Mohammad,Evans,41,Son,Single,Male,Bonds trader,None,None
22,Lee Drive,Brett,Evans,37,Son,Divorced,Male,Health service manager,None,None
22,Lee Drive,Dawn,Evans,33,Daughter,Divorced,Female,Jewellery designer,None,None
22,Lee Drive,Luke,Evans,33,Son,Single,Male,Haematologist,None,None
23,Lee Drive,Irene,Howard,35,Head,Married,Female,Forest/woodland manager,None,None
23,Lee Drive,Abdul,Howard,37,Husband,Married,Male,"Psychologist, educational",None,None
23,Lee Drive,Kathryn,Howard,5,Daughter,NA,Female,Student,None,NA
23,Lee Drive,Christian,Smith,21,Lodger,Single,Male,"Secretary, company",None,Methodist
24,Lee Drive,Leah,Martin,64,Head,Married,Female,Geographical information systems officer,None,Christian
24,Lee Drive,Donald,Martin,66,Husband,Married,Male,Health and safety inspector,None,None
24,Lee Drive,Joseph,Martin,21,Son,Single,Male,University Student,None,None
24,Lee Drive,Harry,Martin,18,Son,Divorced,Male,Student,None,Christian
24,Lee Drive,Kirsty,Martin,7,Daughter,NA,Female,Student,None,NA
25,Lee Drive,Maurice,Walker,88,Head,Married,Male,Retired Furniture designer,None,None
25,Lee Drive,Nicole,Walker,86,Wife,Married,Female,Retired Public house manager,None,None
26,Lee Drive,Gemma,Griffiths,58,Head,Single,Female,Technical brewer,None,None
26,Lee Drive,Linda,Griffiths,29,Daughter,Single,Female,Unemployed,None,None
26,Lee Drive,Jeffrey,Griffiths,27,Son,Divorced,Male,Research scientist (medical),None,None
26,Lee Drive,Ronald,Griffiths,23,Son,Single,Male,Community arts worker,None,None
26,Lee Drive,Elliot,Griffiths,23,Son,Divorced,Male,Acupuncturist,None,Christian
27,Lee Drive,Samuel,Chan,58,Head,Single,Male,Sports development officer,None,Christian
27,Lee Drive,Antony,Ross,41,None,Single,Male,Logistics and distribution manager,None,None
27,Lee Drive,Joyce,Mitchell,46,None,Single,Female,"Surveyor, mining",None,Catholic
27,Lee Drive,Brenda,Lewis,42,None,Single,Female,Hydrologist,None,None
27,Lee Drive,Gerard,Metcalfe,38,None,Single,Male,Arts administrator,None,Catholic
28,Lee Drive,Tom,Johnson,20,Head,Single,Male,University Student,None,Christian
28,Lee Drive,Paul,Palmer,22,None,Single,Male,University Student,None,Catholic
28,Lee Drive,Jodie,Mahmood,22,None,Single,Female,University Student,None,None
28,Lee Drive,Judith,Middleton,20,None,Single,Female,University Student,None,None
28,Lee Drive,Nicholas,White,21,None,Single,Male,University Student,None,None
29,Lee Drive,Jemma,Phillips,18,Head,Single,Female,University Student,None,None
29,Lee Drive,Chelsea,Willis,21,None,Single,Female,University Student,None,Christian
29,Lee Drive,Marc,Price,22,None,Single,Male,University Student,None,None
29,Lee Drive,Suzanne,James,18,None,Single,Female,University Student,None,Methodist
29,Lee Drive,Christine,Fisher,20,None,Single,Female,University Student,None,Christian
30,Lee Drive,Nicole,Reeves,51,Head,Married,Female,Furniture conservator/restorer,None,None
30,Lee Drive,Jordan,Reeves,52,Husband,Married,Male,"Conservator, museum/gallery",None,None
30,Lee Drive,Cameron,Reeves,28,Son,Single,Male,"Engineer, manufacturing systems",None,None
30,Lee Drive,Jake,Reeves,27,Son,Single,Male,"Engineer, maintenance",None,None
30,Lee Drive,Maria,Reeves,23,Daughter,Single,Female,Commercial art gallery manager,None,None
31,Lee Drive,Beverley,Nash,39,Head,Single,Female,Aeronautical engineer,None,None
31,Lee Drive,Amy,Nash,3,Daughter,NA,Female,Child,None,NA
31,Lee Drive,Declan,Evans,27,Lodger,Single,Male,Operational investment banker,None,None
31,Lee Drive,Alan,Murray,33,Lodger,Widowed,Male,Operations geologist,None,None
31,Lee Drive,Shaun,Thompson,34,Lodger,Single,Male,Financial trader,None,Jewish
32,Lee Drive,Mary,Gibson,34,Head,Single,Female,"Presenter, broadcasting",None,None
32,Lee Drive,Bruce,Gibson,6,Son,NA,Male,Student,None,NA
32,Lee Drive,Shane,Parkinson,36,Lodger,Single,Male,Unemployed,None,None
32,Lee Drive,Carole,Ellis,27,Lodger,Single,Female,Press sub,None,Catholic
32,Lee Drive,Mark,Harrison,37,Lodger,Divorced,Male,Financial risk analyst,None,None
33,Lee Drive,Sharon,Gregory,49,Head,Divorced,Female,"Education officer, community",None,Christian
33,Lee Drive,Max,Gregory,6,Son,NA,Male,Student,None,NA
33,Lee Drive,Zoe,Gregory,1,Daughter,NA,Female,Child,None,NA
33,Lee Drive,Tracy,Schofield,64,Lodger,Single,Female,Museum/gallery conservator,None,Catholic
33,Lee Drive,Vanessa,Pearce,26,Lodger,Single,Female,Animal nutritionist,None,None
33,Lee Drive,Amanda,Howarth,49,Lodger,Single,Female,Music tutor,None,Catholic
33,Lee Drive,Liam,Quinn,53,Sibling,Divorced,Male,Public affairs consultant,None,None
33,Lee Drive,Nicola,Thomas,58,Lodger,Single,Female,Quality manager,None,Methodist
33,Lee Drive,Pauline,O'Brien,63,Lodger,Single,Female,Ship broker,None,Christian
33,Lee Drive,Holly,Cooper,43,Lodger,Single,Female,Careers adviser,None,Muslim
34,Lee Drive,Julia,Smith,62,Head,Single,Female,Bonds trader,None,Christian
34,Lee Drive,Terry,Francis,51,None,Single,Male,"Conservator, museum/gallery",None,Christian
34,Lee Drive,Garry,Watts,63,None,Single,Male,Metallurgist,None,None
34,Lee Drive,Melissa,James,21,None,Single,Female,University Student,None,Methodist
35,Lee Drive,Donna,Hardy,83,Head,Married,Female,Retired Transport planner,None,Christian
35,Lee Drive,Damian,Hardy,84,Husband,Married,Male,Retired Occupational hygienist,None,Christian
35,Lee Drive,Carolyn,Hardy,61,Daughter,Single,Female,Production manager,None,Christian
35,Lee Drive,Jamie,Hardy,59,Son,Single,Male,"Scientist, research (life sciences)",None,Christian
35,Lee Drive,Lucy,Hardy,59,Daughter,Single,Female,Broadcast presenter,None,Christian
35,Lee Drive,Alison,Hardy,58,Daughter,Divorced,Female,Insurance account manager,None,Christian
35,Lee Drive,Leonard,Hardy,55,Son,Single,Male,Glass blower/designer,None,Christian
35,Lee Drive,Mark,Hardy,54,Son,Single,Male,Hotel manager,None,Christian
35,Lee Drive,Amy,Hardy,50,Daughter,Single,Female,"Runner, broadcasting/film/video",None,Christian
